handle,username,timestamp,content,topic,language,economic_policy,social_policy,economic_policy_rounded,social_policy_rounded
@ZoranT11,Zoran Tomić,2022-02-09T11:00:44.000Z,Kakvo li i sa kim je to istraživanje radio tajkun kad mu Ponoš najbolji??? Da li mašinski mozak nije prezubio kad analizirao istraživanja...ispade da su skoro svi bolji od Ponoša . Znači zato se forsira izlazna strategija i 4. april. Neće da prizna da je pogrešio...ponovo.,lgbt,und,0.5,0.7,0.5,0.5
@MarijanNSS,Marijan Rističević,2021-11-02T18:17:10.000Z,"Tenkić za Zdravka Ponoša, oficir sa vojnim činom muž Tadićeve svastike,  uz podsećanje da su on i Šutanovac pretopili stotine tenkova sa ciljem da stvore vojno neutralisanu drzavu sa  dobro razoružanom vojskom.",lgbt,und,0.4,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2022-01-09T09:42:13.000Z,"Свим грађанима наше братске Републике Српске од срца честитам Дан Републике и крсну славу, Светог архиђакона Стефана.

Данас се навршава ваших првих тридесет година и ово је ваш најважнији дан који славимо са огромним осећајем поноса.

Живела Република Српска!",lgbt,sr,0.5,0.8,0.5,1.0
@VjericaR,Вјерица Радета,2015-05-09T07:51:13.000Z,"ПАРАДА ПОБЕДЕ!!!
КАКО ОВО МОЋНО ИЗГЛЕДА!!!",lgbt,sr,0.7,1,0.5,1.0
@ZoranT11,Zoran Tomić,2022-01-21T10:52:56.000Z,"Uradi analizu sebe kao ministra spoljnih poslova koji ne zna Njutnove zakone, a pride postavlja glupa pitanja u Hagu i separatistima daje vetar u leđa. Ali uradi objektivnu analizu, ne subjektivnu...ako umeš.",lgbt,und,0.5,0.7,0.5,0.5
@ZoranT11,Zoran Tomić,2022-01-23T20:40:55.000Z,"Baš ste ujedinjena opozicija svi. Pa i ova koja se samoproklamovala ujedinjenom raspašće se zbog Ponoša. Dobro je da ste odlučili da otvorite dušu, da pokažete koliko se mrzite i koliko ste spremni da međusobno se ližete zarad fotelja...Sa takvom opozicijom, za vlast nema brige.",lgbt,und,0.5,0.7,0.5,0.5
@Vladimir_Orlic,Др Владимир Орлић,2017-03-15T14:45:57.000Z,ДОС-овски кандидати Вук Тадићев Јеремић и Екс Јанковић данас: парада пакосног ужитка у невољи за Србију. Тачи да нам позавиди што их имамо..,lgbt,sr,0.4,0.8,0.5,1.0
@AcaSapic,Aleksandar Šapić,2019-05-13T12:41:52.000Z,"Ovako je bilo ovog vikenda na našim NOVOBEOGRADSKIM DANIMA PONOSA.
Manifestacija koju godinama organizujemo povodom Međunarodnog dana porodice.

Hvala svima koji su nas posetili i sa nama se družili. 

Nadamo se da vam je bilo lepo, isto koliko i nama.
Vidimo se sledeće godine.",lgbt,und,0.0,0.4,0.0,0.5
@VjericaR,Вјерица Радета,2014-10-03T12:37:56.000Z,Каже Гашић да ће Парада бити без четничких обележја. Па државна обележја су четничка. А биће и тома. Гашић је јуче био под температуром.,lgbt,sr,0.7,1,0.5,1.0
@VjericaR,Вјерица Радета,2015-04-02T21:52:37.000Z,Претпостављам да ће поданички режим  одбити да поново прими амбасадора Хрватске који је напустио Србију. Немају они поноса?! И ви мислите?!,lgbt,sr,0.7,1,0.5,1.0
@AcaSapic,Aleksandar Šapić,2013-09-23T14:53:48.000Z,"Kaže Dačić, ako se održi ""parada ponosa"" sigurno dobijamo datum za pregovore sa EU u jan. Pa mi datum već jednom proslavili, kako sad opet?",lgbt,und,0.0,0.4,0.0,0.5
@MarijanNSS,Marijan Rističević,2019-06-12T19:34:23.000Z,"Kad prodaju dušu, telo ide pride!",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2019-01-22T20:38:17.000Z,"Sando, a može li tv duel  Jeremića i mene, Tadića vam dajem pride...",lgbt,und,0.4,0.8,0.5,1.0
@TomaMomirovic,Tomislav Momirovic,2015-05-09T07:38:11.000Z,Vojska Srbije na Paradi!#ponosan,lgbt,und,0.1,0.4,0.0,0.5
@MarijanNSS,Marijan Rističević,2022-02-07T21:32:31.000Z,Šta je ostalo iza Ponoša?,lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2022-02-21T22:02:02.000Z,"Kad već spominje pse Zdravko Ponoš treba nešto da nauči od pasa.
Za razliku od njega Ponoša psi brane svoju kuću, kućni prag i okućnicu.",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2022-02-01T08:53:37.000Z,Vidim da ovaj što je od Đilasa dobio 5 700 000 veruje u pobedu Ponoša u prvom krugu.  Da mu je Đilas dodao još malo verovatno bi već sada slavio i proglasio Ponoša predsednikom.,lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2022-02-09T11:06:49.000Z,"Ne znam za Murata, ali za ovog državljanina Hrvatske Ponoša znam da nije komandovao jedinicom većom od voda i da je 2008. prespavao pod jorgan planinom proglašenje nezavisnosti Kosova na našoj terotoriji.",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2017-01-16T19:18:18.000Z,A da pošaljemo vojnika Jeremića ili da pošaljemo Šutanovca i Ponoša da rastope ROSU.,lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2016-06-01T21:04:00.000Z,"Можда би велики привредник пожелео да на власт дође НАТО тенковима,оно негде у време Геј параде!",lgbt,sr,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2016-05-17T15:54:25.000Z,"Da se vrati zajam, punopravni Dverinjak-Prajd! Prajd 18. septembra, Dveri pozvane da brane LGBT prava http:// via @N1infoBG",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2022-02-07T21:29:17.000Z,Ostalo je nešto iza Ponoša a to je ...,lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2016-05-23T12:20:27.000Z,"Privredniče pripazi malo na rečnik i postupke, nisi na Gej paradi, a ni na muftijinoj listi.",lgbt,und,0.4,0.8,0.5,1.0
@TomaMomirovic,Tomislav Momirovic,2012-10-01T18:37:08.000Z,"Bez haosa nema prihoda! Gay parada je biznis, u kojem ispastaju normalni ljudi gay orijentacije! #politika=biznis #gayparada",lgbt,und,0.1,0.4,0.0,0.5
@MarijanNSS,Marijan Rističević,2015-04-25T11:50:44.000Z,Večeras se u Bgd okupljaju neki karakterni pederi. Hoće li to biti Gej parada u senci.,lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2015-03-17T00:55:21.000Z,"@TrollValium Ово Вам је супер , ја га још нисам видео међу  губитницима транзиције. На паради поноса је главни!",lgbt,sr,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2017-06-19T12:41:54.000Z,"I sada mislim da je LGBT propaganda  može da škodi natalitetu. To je moje pravo na razliku,a ja je pravim i između intime i posla!",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2017-01-18T15:00:35.000Z,Zabranjeno je ometanje bilo čijeg skupa.  Kad LGBT organizuje ismevanje Isusa policija ih čuva od opravdanog revolta vernika.,lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2022-02-20T00:37:55.000Z,Što de Ponoša tiče nije komandovao većom jedinicom od mene.,lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2017-06-24T12:37:47.000Z,"Eto, vi iz LGBT imate sreće...",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2017-06-17T18:52:01.000Z,Vrtite izjavu od pre 16 godina. I dalje sam.protiv LGBT propagande i imam i stav o natalitetu.,lgbt,und,0.4,0.8,0.5,1.0
@AcaSapic,Aleksandar Šapić,2018-02-27T09:57:26.000Z,"Neozbiljno je da ovo napišeš, a da bar ne poslušaš sve što sam rekao u toj istoj izjavi.
Rekao sam da nemam ništa protiv i da treba da se održava parada, ali ja na nju neću doći.",lgbt,und,0.0,0.4,0.0,0.5
@MarijanNSS,Marijan Rističević,2016-05-17T14:38:30.000Z,To što on radi nije zaštita prava već propaganda LGBT sa političkim elementima.,lgbt,und,0.4,0.8,0.5,1.0
@TomaMomirovic,Tomislav Momirovic,2019-01-05T22:54:29.000Z,Radi se o tome da ova vlada ima drugaciju politiku prema LGBT zajednici u odbosu na proslu cija se politika popularno zvala “u 4 zida” i nekim to smeta i otud Vucicu pederu koji je nastao posle 1. parade.,lgbt,und,0.1,0.4,0.0,0.5
@MarijanNSS,Marijan Rističević,2015-02-07T23:30:30.000Z,"@DavidDBabic Ne verujem, ja mislim da oni ne mogu da se okupe, sem na Gej paradi, pod zaštitom žandarma. Zato mrze vojsku,a vole žandarme!",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2022-02-04T19:37:07.000Z,"Najbolje im je ono da sam čitao govor. Ja nikada ne čitam, a u rukama sam imao Tenkić jedini koji je ostao iza Ponoša",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2022-02-09T11:06:31.000Z,"Ne znam za Murata, ali za ovog državljanina Hrvatske Ponoša znam da nije komandovao jedinicom većom od voda i da je 2008. prespavao pod jorgan planinom proglašenje nezavisnosti Kosova na našoj terotoriji.",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2018-02-14T21:31:31.000Z,"A ja mislio uhapsili ovog NATOVCA Ponoša i Jeremića zbog izdaje zemlje,penzionisanja ratnih oficira, izmene Rezolucije...?",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2022-02-09T12:16:42.000Z,"NN junače pozdravi hrvatskog državljanina načelnika generalštaba Vojske Srbije generala  Ponoša.
Baš zvuči!",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2017-06-19T21:53:06.000Z,Nama je cilj da podignemo plate i penzije ne interesuje nas ko s kim.spava već da radi. O Gej paradi i dalje mislim isto.,lgbt,und,0.4,0.8,0.5,1.0
@VjericaR,Вјерица Радета,2018-05-13T17:54:35.000Z,И учешће министара на паради поноса.,lgbt,sr,0.7,1,0.5,1.0
@MarijanNSS,Marijan Rističević,2018-02-09T00:21:57.000Z,"Naravno,prvo za ministarku pa premijerku. Ja znam da pravim razliku između politike i one stvari. Neki bez toga ne bi postojali na političkoj sceni jer su nastali kao druga strana  novčića zvani Parada Ponosa. Pitaj Boškića?",lgbt,und,0.4,0.8,0.5,1.0
@TomaMomirovic,Tomislav Momirovic,2019-08-06T07:24:27.000Z,"Dali su im tenkove, municiju, placali su plate oficirima...
Sta su jos mogli?
Dobili su mnogo vise pomoci od bosanskih Srba. Sve se to vidi na paradi koju sam postovao koja je bila mesec dana pre oluje.",lgbt,und,0.1,0.4,0.0,0.5
@VjericaR,Вјерица Радета,2014-09-11T11:44:57.000Z,@dr_don_kihot Неодржавање параде није дискриминација.,lgbt,sr,0.7,1,0.5,1.0
@TomaMomirovic,Tomislav Momirovic,2019-08-05T17:04:14.000Z,"Pa ok, ali tih 50k ljudi je moglo da brani Knin makar jedno popodne. Nisu bas svi bili izdajnici i dobili su dosta oruzija sto se vidi na paradi.",lgbt,und,0.1,0.4,0.0,0.5
@MarijanNSS,Marijan Rističević,2016-01-07T14:30:44.000Z,"@azdejkovic1 @Bodljikava Ali ako vas dvojicu nasnime ima da se prodaje ko alva,do cenzusa!Preporučujem i specijalizovanu tezgu na ''Paradi''",lgbt,und,0.4,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2017-04-02T00:24:32.000Z,"Nije duhovito, dao nam je i kandidata gubitnika. Jeremića nam je darivao. Nisu se trpeli zbog Ponoša i nekih para iz SDPR.",lgbt,und,0.4,0.8,0.5,1.0
@SutanovacDragan,Šutanovac Dragan,2015-10-26T18:56:14.000Z,I 300kg heroina pride u depou banke.,lgbt,en,0.4,-0.1,0.5,0.0
@ArisMovsesijan,Aris Movsesijan,2021-05-30T13:06:54.000Z,"Do you know what's worth fighting for
When it's not worth dying for?
Does it take your breath away
And you feel yourself suffocating?
Does the pain weigh out the pride?
And you look for a place to hide?
Did someone break your heart inside?
You're in ruins",lgbt,en,0.3,-0.6,0.5,-0.5
@ArisMovsesijan,Aris Movsesijan,2015-01-30T15:59:43.000Z,SNS Pride 8-),lgbt,en,0.3,-0.6,0.5,-0.5
@ArisMovsesijan,Aris Movsesijan,2015-01-16T19:49:17.000Z,"pa da
Stevie Ray Vaughan - Pride and Joy (Studio version): http:// via @YouTube",lgbt,en,0.3,-0.6,0.5,-0.5
@SPDveri,ДВЕРИ,2013-10-01T16:30:20.000Z,Victory in Belgrade International Pro-Family Leaders Help Dveri Persuade Government Not to Allow 'Gay Pride' Parade - http://6.html…,lgbt,en,0.3,0.8,0.5,1.0
@hanaadrovic,Hana Adrović,2018-05-27T22:32:00.000Z,she puts the B in LGBT,lgbt,en,0.4,0.4,0.5,0.5
@NovaStranka,Nova stranka,2017-09-09T15:46:16.000Z,"Vesna Rakić Vodinelić i potpredsenica NOVE Mira Petrović danas na paradi osoba sa invaliditetom - ""Parada hrabrosti, snage i dostojanstva"".",lgbt,und,0.4,-0.5,0.5,-0.5
@demokrate,Demokratska stranka,2021-02-19T18:08:01.000Z,"Novi Sad, Vojvodina, Srbija, svet i svi mi od danas nismo i ne možemo biti isti kad Đole sa Salajke više nije među nama.
Demokratska stranka upućuje iskreno saučešće porodici Balašević.
Tuga zbog Đoletovog odlaska ne može biti veća od ponosa zbog toga što smo ga imali.",lgbt,und,0.4,-0.7,0.5,-0.5
@ZoranLutovac,Zoran Lutovac,2018-10-23T06:47:33.000Z,"Danga - tako je Radoje Domanović u istoimenoj satiri nazvao onog koji je servilan i pokoran u odnosu na vlast i koji je ponosan na to što poseduje te dve osobine. Za jedne je to osnova nacionalnog ponosa, za druge osnova prezira.",lgbt,und,0.3,-0.2,0.5,0.0
@ZoranLutovac,Zoran Lutovac,2022-01-29T18:19:47.000Z,"Razgovorom u Beogradu završena je serija razgovora u Političkom savetu, Građanskom demokratskom klubu, Predsedništvu i sa članovima Glavnog odbora iz cele Srbije na kojima je jednodušno podržan savez i zajednička kandidatura Zdravka Ponoša za predsednika Republike.",lgbt,und,0.3,-0.2,0.5,0.0
@SutanovacDragan,Šutanovac Dragan,2019-09-28T16:42:37.000Z,"Ne možeš da osudiš pajaca Šešelja što preti šišanjem po Srbiji a da prećutiš cirkuzanta što preti LGBT po Čačku! Jednostavno, sve ili ništa.",lgbt,und,0.4,-0.1,0.5,0.0
@SutanovacDragan,Šutanovac Dragan,2019-07-04T21:15:15.000Z,Kakva će to parada da bude!!! Stotine i stotine hiljada nevidljivih vojnika na jednom mestu... nikad vidjeno do sad! #nevidjeno,lgbt,und,0.4,-0.1,0.5,0.0
@ArisMovsesijan,Aris Movsesijan,2020-04-09T13:05:29.000Z,"Vidim da se diskutuje oko smeštaja Zdravka Ponoša nakon Inst. za infektivne i tropske bolesti, na Sajmu. Drago mi je da su Zdravko i njegova supruga bolje. Kao drugo, poznavajući Zdravka, njemu jeste mesto među narodom. Nekim drugim političarima očigledno nije. Sve će biti dobro.",lgbt,und,0.3,-0.6,0.5,-0.5
@demokrate,Demokratska stranka,2019-10-02T08:11:47.000Z,Osuda napada na Pride info centarhttp://ada-na-pride-info-centar?_lat=0…,lgbt,und,0.4,-0.7,0.5,-0.5
@BoskoObradovic,Бошко Обрадовић,2017-06-28T17:57:44.000Z,Лепо рече Мартиновић: За нас су данас нови Видовдани нове геј параде. Какво Косово - геј парада је приоритет. Какав Видовдан - геј је океј!,lgbt,sr,0.4,0.8,0.5,1.0
@SasaRadulovich,Saša Radulović,2015-01-22T22:38:06.000Z,Doktor opet laže. Ombudsman objavio dokumenta u vezi sa incidentom tokom Prade ponosa. http://-sr/2011-12-25-10-17-15/2011-12-25-10-13-14/3649-2015-01-22-15-10-10…,lgbt,und,0.2,0.6,0.0,0.5
@DostaJeBilo,ДЈБ - Суверенисти,2014-10-16T11:52:55.000Z,"Dragi druže Putine, Parada je lepa. Ali mi bismo više voleli normalnu rudnu rentu za NIS. Pozdrav, pioniri Srbije",lgbt,und,0.2,0.6,0.0,0.5
@ArisMovsesijan,Aris Movsesijan,2019-09-10T07:12:26.000Z,Svako ima svoju #borba i svakome je njegova #borba najteža i najvažnija. Ovo je nedelja u kojoj pripadnici LGBT populacije vode svoju #borba. Borba za ljudska i manjinska prava je i moja #borba.#Pride2019 #neodricemse,lgbt,und,0.3,-0.6,0.5,-0.5
@SPDveri,ДВЕРИ,2018-05-20T19:58:25.000Z,Недеља породице је наша недеља поноса :) #Србија #Serbia,lgbt,sr,0.3,0.8,0.5,1.0
@SutanovacDragan,Šutanovac Dragan,2014-10-16T08:05:51.000Z,Predsednik Putin ostaje u Rimu dva dana i to bez #parada,lgbt,und,0.4,-0.1,0.5,0.0
@SasaRadulovich,Saša Radulović,2015-11-29T14:23:39.000Z,"Na isti ovakav način, premijer je vodio i istragu protiv svog brata za ličnu kartu, za prebijanje na paradi, za helikopter, za ...",lgbt,und,0.2,0.6,0.0,0.5
@demokrate,Demokratska stranka,2019-02-19T09:55:18.000Z,Demokratska stranka najoštrije osuđuje svako nasilje prema LGBT zajednicihttp://ka-stranka-najostrije-osudjuje-svako-nasilje-prema-lgbt-zajednici?_lat=0…,lgbt,und,0.4,-0.7,0.5,-0.5
@DostaJeBilo,ДЈБ - Суверенисти,2018-02-10T10:48:46.000Z,Jedina smo stranka koja poštuje standarde ljudskih prava. Pitaju nas zašto smo osnovali LGBT forum. Odgovor je u prembuli našeg statuta. @milanChe_,lgbt,und,0.2,0.6,0.0,0.5
@BoskoObradovic,Бошко Обрадовић,2021-05-05T13:47:31.000Z,"Исто ово је идеја хомосексуалног лобија и у Србији, само што иду корак по корак. Тако су некад причали да им је само битна геј парада, а већ тада је било јасно да је то само почетак марша кроз институције и наметања идеологије хомосексуализма нашем друштву",lgbt,sr,0.4,0.8,0.5,1.0
@BiljicVojin,Vojin Biljić,2021-09-15T10:55:53.000Z,"Da nikad ne zaboravimo koliko su nasi slavni preci platili  suverenost i slobodu  koju danas podrazumevamo.

Da obezbedimo da i nasa deca imaju  osecaj ponosa, divljenja i postovanja prema njihovoj velicini

Danasnji dan postoji da se setimo i preispitamo",lgbt,und,0.3,0.7,0.5,0.5
